Id,Age,Gender,Wt,Height,Race,Exposure to fake news [hours/day],Rxn lvl,Notes,Trust level [%],Soc.Med,Status
12484,66,Non-Binary,101,185,Mixed,8.6,2,Does not engage,9,Twitter,Suspended
12485,56,Male,58,189,Mixed,8.6,10,Believes everything,22,Instagram,Error
12486,48,Male,66,192,White,4.5,4,Occasional check,72,WeChat,Needs Verification
12487,68,Female,85,160,Black,8.1,11,Needs Verification,112,Facebook,Error
12488,29,Female,107,182,Hispanic,8.3,3,Needs Verification,13,Facebook,Needs Verification
12489,30,Male,105,158,Black,2.2,0,Completely unaware,100,Unknown,Pending Review
12490,58,Female,112,159,Hispanic,12.4,1,Very Confused,104,WeChat,Needs Verification
12491,18,Non-Binary,89,186,Other,9.1,5,Occasional check,16,Facebook,Active
12492,40,Male,104,166,Hispanic,1,7,Occasional check,24,Snapchat,Suspended
12493,37,Male,104,162,Hispanic,8.9,0,Unknown,107,WhatsApp,Inactive
12494,68,Female,100,152,Black,10.8,1,Values nothing,106,Instagram,Error
12495,49,Female,64,151,Other,7.2,2,Fully converted,80,Facebook,Pending Review
12496,51,Non-Binary,90,195,Black,9,4,More fake news than reality,63,Unknown,Error
12497,32,Male,90,158,Black,13,3,Unknown,26,WhatsApp,Needs Verification
12498,61,Non-Binary,85,195,White,11.2,6,Very Confused,105,Facebook,Warning Issued
12499,35,Female,82,200,Black,0.1,0,Fully converted,23,Instagram,Inactive
12500,51,Non-Binary,84,190,Hispanic,5.5,2,Completely unaware,76,TikTok,Needs Verification
12501,41,Non-Binary,90,155,Black,9.7,7,Fully converted,0,WeChat,Inactive
12502,55,Female,105,194,Black,5.5,1,Fully converted,116,Facebook,Active
12503,52,Non-Binary,118,174,Asian,5.5,7,Participates in spreading,30,Instagram,Inactive
12504,63,Female,104,180,Hispanic,6.1,1,Very Confused,42,Snapchat,Active
12505,65,Female,88,197,Other,10.1,0,Some skepticism,81,WhatsApp,Error
12506,28,Non-Binary,65,151,Asian,0.7,8,Participates in spreading,55,Snapchat,Suspended
12507,19,Male,103,154,White,13.6,1,More fake news than reality,54,TikTok,Warning Issued
12508,34,Male,93,180,Other,12.1,10,More fake news than reality,95,Facebook,Suspended
12509,38,Female,75,175,Black,9.7,1,Indifferent,98,Instagram,Error
12510,34,Female,86,194,Mixed,2.2,6,Values nothing,102,Facebook,Pending Review
12511,53,Non-Binary,86,186,Mixed,11,4,Does not engage,86,WeChat,Error
12512,66,Non-Binary,96,189,Mixed,6.5,9,Indifferent,6,Snapchat,Needs Verification
12513,32,Non-Binary,114,197,Hispanic,2.8,3,More fake news than reality,1,Snapchat,Suspended
12514,67,Male,116,165,Other,4.3,1,Needs Verification,60,Unknown,Inactive
12515,63,Male,85,188,White,7.5,2,More fake news than reality,36,TikTok,Suspended
12516,19,Female,105,197,White,7.3,6,Very Confused,62,Unknown,Needs Verification
12517,54,Female,81,176,Other,13.7,1,Indifferent,3,Facebook,Error
12518,19,Female,59,178,Hispanic,5.3,0,Values nothing,88,Twitter,Error
12519,67,Male,115,182,Black,0.4,5,Values nothing,6,Twitter,Error
12520,36,Male,80,185,Asian,5,9,Needs Verification,30,WhatsApp,Error
12521,52,Female,115,195,Mixed,0.7,6,Fully converted,63,WeChat,Needs Verification
12522,43,Female,66,163,Hispanic,1,9,Needs Verification,34,Unknown,Needs Verification
12523,52,Male,84,178,White,14.6,0,Some skepticism,84,Instagram,Error
12524,21,Non-Binary,75,200,Other,3.8,3,Completely unaware,36,Unknown,Error
12525,57,Non-Binary,114,178,Black,5.3,0,Does not engage,34,WeChat,Needs Verification
12526,18,Female,61,160,Other,11.5,8,Very Confused,9,Snapchat,Inactive
12527,35,Male,100,156,Hispanic,11.2,6,Unknown,74,TikTok,Warning Issued
12528,55,Non-Binary,99,200,Hispanic,14.2,9,Completely unaware,39,TikTok,Suspended
12529,51,Male,106,195,Black,13.7,6,Participates in spreading,10,Instagram,Pending Review
12530,25,Female,55,168,Black,11.9,10,More fake news than reality,37,Unknown,Suspended
12531,63,Non-Binary,86,157,Hispanic,10.9,2,Indifferent,99,TikTok,Suspended
12532,28,Male,89,194,Asian,8.3,1,Fully converted,50,TikTok,Pending Review
12533,35,Female,116,171,White,10.6,8,Believes everything,61,Facebook,Needs Verification
12534,40,Non-Binary,101,158,Other,6.3,2,Completely unaware,10,Instagram,Warning Issued
12535,54,Non-Binary,54,165,Other,8.5,2,Values nothing,71,WhatsApp,Inactive
12536,63,Female,102,180,White,8,5,Very Confused,63,Facebook,Active
12537,63,Female,120,200,Hispanic,13.6,11,Very Confused,104,Instagram,Active
12538,56,Female,101,200,White,12,10,Participates in spreading,43,TikTok,Suspended
12539,40,Non-Binary,90,198,Mixed,13.4,7,Values nothing,13,Instagram,Warning Issued
12540,64,Non-Binary,56,165,Hispanic,3.1,0,Values nothing,66,WhatsApp,Inactive
12541,21,Male,72,176,White,6.6,9,More fake news than reality,10,Instagram,Suspended
12542,47,Male,53,178,Hispanic,6.1,10,Believes everything,60,Instagram,Active
12543,25,Male,118,196,Other,7.4,11,Some skepticism,22,TikTok,Error
12544,64,Female,51,189,Mixed,10.3,6,Values nothing,36,Unknown,Error
12545,27,Non-Binary,106,189,Hispanic,12.3,7,Participates in spreading,107,Instagram,Suspended
12546,38,Male,69,167,Other,3,1,Needs Verification,31,Facebook,Error
12547,22,Female,74,155,Mixed,14.1,2,Some skepticism,-1,Facebook,Warning Issued
12548,49,Female,77,156,Black,9.2,3,Needs Verification,70,Snapchat,Needs Verification
12549,47,Female,112,155,White,4.6,4,Fully converted,29,Twitter,Active
12550,64,Non-Binary,93,177,Black,15,3,Indifferent,79,WhatsApp,Warning Issued
12551,60,Non-Binary,56,197,Hispanic,5.1,1,More fake news than reality,57,Unknown,Active
12552,30,Female,88,170,Other,9.8,5,Does not engage,103,WeChat,Warning Issued
12553,43,Male,53,162,Mixed,10.1,7,Occasional check,57,Snapchat,Pending Review
12554,42,Non-Binary,102,186,Black,11.9,1,Needs Verification,33,WhatsApp,Inactive
12555,50,Male,58,172,Asian,1.4,2,Fully converted,8,WhatsApp,Needs Verification
12556,65,Female,88,183,Mixed,12.9,9,Needs Verification,35,WeChat,Pending Review
12557,52,Non-Binary,71,163,Mixed,9.8,9,Needs Verification,87,WeChat,Warning Issued
12558,29,Male,53,181,Other,11.4,1,Fully converted,107,Facebook,Suspended
12559,62,Male,113,150,Asian,11.7,10,Very Confused,119,WhatsApp,Warning Issued
12560,41,Female,50,192,Asian,8.2,10,Unknown,98,Unknown,Inactive
12561,42,Female,57,191,Black,9.9,4,Occasional check,-7,WeChat,Warning Issued
12562,36,Non-Binary,105,154,Asian,8,2,Some skepticism,56,WeChat,Warning Issued
12563,53,Non-Binary,60,194,White,7.8,7,More fake news than reality,59,Instagram,Suspended
12564,36,Female,106,196,Black,0.1,4,Unknown,14,Twitter,Active
12565,51,Female,116,192,Hispanic,11.4,3,Unknown,52,Twitter,Warning Issued
12566,40,Female,76,186,Hispanic,9,9,Indifferent,-8,Unknown,Pending Review
12567,66,Male,68,161,Black,7.6,11,More fake news than reality,34,Snapchat,Warning Issued
12568,40,Female,90,176,Other,0.3,5,Needs Verification,73,TikTok,Pending Review
12569,65,Female,108,167,Hispanic,7.9,1,Believes everything,73,WhatsApp,Suspended
12570,25,Female,98,161,White,14.2,8,Values nothing,29,WeChat,Needs Verification
12571,36,Non-Binary,120,198,Black,9.7,8,Values nothing,86,Snapchat,Inactive
12572,70,Male,118,168,Mixed,11.3,10,Indifferent,-6,WhatsApp,Needs Verification
12573,45,Female,78,164,Mixed,14.1,8,Fully converted,116,Twitter,Active
12574,42,Non-Binary,118,168,Hispanic,11.5,6,Unknown,53,WeChat,Suspended
12575,69,Male,63,162,White,1.5,8,Needs Verification,3,Unknown,Pending Review
12576,59,Male,69,178,Asian,7.3,10,Needs Verification,6,WeChat,Pending Review
12577,25,Female,59,173,Hispanic,2.8,8,Unknown,12,Twitter,Warning Issued
12578,57,Non-Binary,82,191,Other,10.9,8,Believes everything,109,Instagram,Active
12579,57,Male,105,155,Hispanic,3.4,7,Completely unaware,27,Unknown,Needs Verification
12580,70,Male,70,156,Asian,8.1,7,Very Confused,85,Instagram,Suspended
12581,21,Non-Binary,73,158,Black,14.9,11,Completely unaware,90,TikTok,Needs Verification
12582,22,Female,99,183,Black,14.4,4,Needs Verification,26,Unknown,Error
12583,30,Non-Binary,54,200,Hispanic,3.1,10,Indifferent,17,Unknown,Inactive
12584,36,Male,110,197,Hispanic,1.1,0,Believes everything,55,Snapchat,Needs Verification
12585,49,Female,66,184,Mixed,10.4,3,Very Confused,65,Instagram,Error
12586,44,Male,93,156,Mixed,14.3,0,Believes everything,92,Twitter,Warning Issued
12587,42,Female,108,163,Other,11.5,10,More fake news than reality,-5,Snapchat,Error
12588,50,Female,92,163,Hispanic,8.7,7,Completely unaware,55,TikTok,Error
12589,53,Male,57,172,Other,7.2,1,Values nothing,17,TikTok,Suspended
12590,49,Female,115,172,Hispanic,0.4,2,Believes everything,51,WeChat,Error
12591,19,Non-Binary,65,164,Hispanic,2.8,7,Some skepticism,28,Unknown,Needs Verification
12592,42,Male,118,155,Mixed,11.5,1,Values nothing,113,WeChat,Suspended
12593,47,Female,55,172,Other,7.1,6,Values nothing,42,Facebook,Suspended
12594,33,Non-Binary,62,159,Asian,8.6,4,Needs Verification,39,Instagram,Suspended
12595,18,Female,60,153,White,0.1,3,Fully converted,27,WeChat,Active
12596,21,Non-Binary,74,194,Black,6.7,11,Does not engage,71,WhatsApp,Active
12597,24,Male,72,177,Black,4,3,Fully converted,-4,WhatsApp,Active
12598,67,Female,104,197,Asian,10.9,5,Occasional check,64,Facebook,Warning Issued
12599,23,Female,70,153,Asian,2.2,1,Values nothing,98,Twitter,Pending Review
12600,60,Non-Binary,53,174,Asian,12.4,2,Indifferent,101,Unknown,Inactive
12601,26,Non-Binary,55,170,Hispanic,5.2,11,Some skepticism,10,Twitter,Suspended
12602,37,Male,89,167,Hispanic,8.9,3,Believes everything,13,TikTok,Error
12603,19,Non-Binary,117,176,Other,6.5,3,Indifferent,82,Snapchat,Pending Review
12604,18,Non-Binary,66,190,White,12.7,0,Participates in spreading,88,Twitter,Warning Issued
12605,37,Female,89,174,White,0.6,0,Unknown,71,Instagram,Warning Issued
12606,18,Female,73,164,Other,1.8,0,Unknown,57,WhatsApp,Needs Verification
12607,20,Male,55,182,Asian,0.3,8,Unknown,66,WhatsApp,Error
12608,39,Female,119,153,Other,5.5,3,Some skepticism,14,Facebook,Pending Review
12609,62,Non-Binary,110,159,Other,6.2,1,Participates in spreading,77,WhatsApp,Suspended
12610,58,Male,62,152,Black,7.5,2,Very Confused,117,WeChat,Inactive
12611,44,Male,78,191,Black,14.8,1,Values nothing,111,TikTok,Error
12612,61,Non-Binary,78,157,Mixed,13.2,5,Believes everything,21,WeChat,Suspended
12613,52,Non-Binary,56,193,Black,5.7,11,Does not engage,-3,WeChat,Pending Review
12614,29,Male,109,200,Asian,9,2,Does not engage,1,Facebook,Suspended
12615,31,Male,78,190,Black,2.8,2,Completely unaware,1,Facebook,Active
12616,43,Male,116,159,Asian,12.7,6,Occasional check,1,WeChat,Pending Review
12617,35,Female,102,150,Mixed,9.2,10,Unknown,104,Unknown,Warning Issued
12618,64,Non-Binary,77,150,Other,8.6,2,Does not engage,83,WeChat,Suspended
12619,25,Non-Binary,104,186,Hispanic,8.4,8,Does not engage,105,Instagram,Warning Issued
12620,37,Non-Binary,65,184,Hispanic,3.4,7,Does not engage,36,Twitter,Inactive
12621,68,Male,111,168,Other,7.2,4,Completely unaware,19,Snapchat,Needs Verification
12622,53,Male,61,152,Mixed,6.4,10,More fake news than reality,86,Unknown,Active
12623,20,Male,52,150,White,6,11,Believes everything,2,Unknown,Pending Review
12624,44,Male,102,154,White,7.3,6,Some skepticism,74,Facebook,Pending Review
12625,31,Male,90,177,Asian,0.6,7,Unknown,-6,WhatsApp,Error
12626,30,Male,106,168,Mixed,11.7,1,Participates in spreading,5,Twitter,Pending Review
12627,19,Non-Binary,102,164,Asian,2.7,11,Believes everything,85,Unknown,Pending Review
12628,33,Non-Binary,110,178,Black,3.7,4,Very Confused,109,Unknown,Pending Review
12629,21,Non-Binary,95,164,Mixed,13,11,Very Confused,62,Twitter,Needs Verification
12630,21,Non-Binary,108,191,Mixed,8.7,2,Unknown,91,WeChat,Warning Issued
12631,60,Female,57,188,Black,4,2,Some skepticism,-9,Twitter,Needs Verification
12632,37,Non-Binary,109,192,Other,7.3,11,Some skepticism,78,Instagram,Pending Review
12633,57,Non-Binary,92,157,Mixed,13.1,0,Participates in spreading,26,WhatsApp,Needs Verification
12634,52,Male,60,178,Hispanic,2.5,10,More fake news than reality,67,Instagram,Warning Issued
12635,67,Female,116,177,Hispanic,3.6,8,Occasional check,38,TikTok,Warning Issued
12636,70,Non-Binary,111,176,Mixed,5.2,3,Occasional check,15,WhatsApp,Pending Review
12637,30,Female,101,157,White,6.2,11,Fully converted,27,WeChat,Needs Verification
12638,19,Female,90,174,White,6.6,6,Fully converted,12,WhatsApp,Error
12639,60,Non-Binary,99,187,White,5.6,4,Does not engage,40,TikTok,Error
12640,68,Non-Binary,54,191,Asian,2,1,Does not engage,5,Facebook,Warning Issued
12641,43,Non-Binary,88,161,Other,8,7,Some skepticism,60,Facebook,Inactive
12642,70,Female,109,184,White,4.5,0,Some skepticism,79,Instagram,Suspended
12643,42,Female,109,183,Hispanic,11.3,1,Fully converted,-6,Facebook,Inactive
12644,59,Male,105,169,Asian,9.7,2,Participates in spreading,28,WhatsApp,Error
12645,69,Female,89,172,Other,14.5,11,Does not engage,102,Instagram,Pending Review
12646,44,Non-Binary,79,152,Mixed,13.7,2,Fully converted,2,Facebook,Error
12647,55,Non-Binary,114,191,Asian,8,11,Participates in spreading,14,Instagram,Active
12648,31,Female,109,150,Other,2.6,6,Very Confused,48,TikTok,Warning Issued
12649,52,Male,58,150,Other,0.7,3,More fake news than reality,-8,WhatsApp,Suspended
12650,60,Non-Binary,50,151,Mixed,10.1,1,Participates in spreading,20,Facebook,Error
12651,30,Male,51,188,Other,5.2,2,Occasional check,120,Twitter,Suspended
12652,52,Male,68,196,Asian,8.2,3,Indifferent,89,TikTok,Warning Issued
12653,51,Non-Binary,82,192,Hispanic,0.8,2,Occasional check,120,TikTok,Error
12654,31,Male,77,163,Black,14.9,4,Some skepticism,16,TikTok,Pending Review
12655,31,Female,102,171,Other,11.9,7,Occasional check,105,Instagram,Error
12656,24,Male,60,170,Mixed,6.9,1,Some skepticism,98,Unknown,Pending Review
12657,24,Male,118,157,Asian,3,2,Occasional check,18,Instagram,Inactive
12658,20,Male,117,187,White,6.6,9,Occasional check,87,Twitter,Active
12659,58,Female,118,158,Asian,1.5,1,Participates in spreading,39,Twitter,Warning Issued
12660,45,Non-Binary,54,151,Asian,12.6,9,Unknown,-6,Twitter,Active
12661,27,Non-Binary,74,190,White,6.3,7,Completely unaware,33,Twitter,Warning Issued
12662,23,Female,106,153,Hispanic,3.1,10,Occasional check,69,WeChat,Active
12663,67,Non-Binary,115,166,Other,13.1,0,Completely unaware,2,Unknown,Active
12664,20,Female,105,160,Other,0,6,Occasional check,54,WeChat,Active
12665,19,Female,92,182,Asian,10.9,0,Does not engage,66,WhatsApp,Warning Issued
12666,56,Female,100,191,White,14.6,10,Needs Verification,105,WeChat,Suspended
12667,43,Non-Binary,114,200,Asian,7.5,10,Very Confused,48,Unknown,Warning Issued
12668,28,Non-Binary,111,175,Other,10.6,8,Participates in spreading,35,Unknown,Suspended
12669,26,Non-Binary,107,186,White,3.3,5,Values nothing,102,TikTok,Pending Review
12670,33,Male,109,185,Hispanic,3.4,2,Completely unaware,1,Facebook,Suspended
12671,41,Male,91,190,Hispanic,1.7,1,Very Confused,29,Facebook,Needs Verification
12672,66,Male,94,196,Black,8.6,5,Some skepticism,1,WhatsApp,Error
12673,36,Male,67,162,Black,10.8,11,Fully converted,89,Twitter,Suspended
12674,53,Female,82,184,Other,1.6,2,Indifferent,29,WhatsApp,Warning Issued
12675,27,Male,93,195,Hispanic,11.7,5,Participates in spreading,2,Snapchat,Inactive
12676,29,Female,100,189,Mixed,0.9,9,Some skepticism,87,WhatsApp,Pending Review
12677,58,Female,56,150,Asian,9.9,5,Occasional check,56,Instagram,Suspended
12678,39,Male,107,165,Black,4.8,1,Indifferent,83,WeChat,Suspended
12679,29,Male,56,161,Other,6.8,9,Believes everything,96,Facebook,Warning Issued
12680,42,Female,73,200,Black,6.7,6,Needs Verification,44,Facebook,Suspended
12681,53,Non-Binary,100,199,White,6.7,0,Fully converted,27,Instagram,Inactive
12682,50,Female,62,184,Asian,13.4,10,Believes everything,41,WhatsApp,Inactive
12683,35,Male,71,152,Other,2,10,Indifferent,5,Instagram,Error
12684,39,Female,64,189,Asian,4.9,11,Occasional check,92,Twitter,Inactive
12685,62,Male,95,184,Asian,11.4,5,Participates in spreading,62,Unknown,Pending Review
12686,63,Non-Binary,114,160,Mixed,6.9,5,Does not engage,31,Snapchat,Active
12687,57,Male,105,168,Mixed,13.1,3,Needs Verification,38,Snapchat,Error
12688,20,Female,111,184,Mixed,9.6,1,Occasional check,-4,WhatsApp,Warning Issued
12689,20,Male,73,150,Black,8.8,9,Believes everything,63,Twitter,Pending Review
12690,23,Non-Binary,73,169,Other,1,7,Needs Verification,52,Snapchat,Error
12691,36,Female,111,193,Other,6.5,7,Completely unaware,45,Instagram,Pending Review
12692,61,Non-Binary,56,166,Mixed,2.7,5,More fake news than reality,33,Unknown,Inactive
12693,65,Non-Binary,70,196,Asian,1.9,10,Indifferent,37,WeChat,Active
12694,28,Male,113,163,Asian,11.3,10,Indifferent,48,WhatsApp,Needs Verification
12695,70,Non-Binary,93,192,Black,13,4,Unknown,87,Facebook,Needs Verification
12696,18,Female,51,179,Hispanic,11.5,8,Values nothing,89,Instagram,Inactive
12697,22,Non-Binary,77,200,White,5.4,4,Fully converted,67,TikTok,Error
12698,33,Male,85,183,Asian,3.8,4,Occasional check,12,Snapchat,Error
12699,33,Female,115,192,Black,12,6,Completely unaware,50,WhatsApp,Needs Verification
12700,44,Male,66,190,Mixed,10.7,2,Needs Verification,49,Facebook,Needs Verification
12701,70,Male,117,195,Mixed,6,7,Participates in spreading,116,WeChat,Pending Review
12702,59,Male,67,198,Hispanic,9.7,4,Needs Verification,44,Twitter,Suspended
12703,32,Female,60,154,Mixed,1.4,6,Some skepticism,118,Snapchat,Suspended
12704,24,Male,70,177,Black,3.3,0,Occasional check,78,WhatsApp,Needs Verification
12705,70,Male,112,182,Other,11.4,6,Very Confused,18,Snapchat,Warning Issued
12706,36,Male,101,161,Mixed,5.6,9,More fake news than reality,79,WeChat,Warning Issued
12707,33,Female,50,184,White,14.1,1,Unknown,95,Twitter,Warning Issued
12708,19,Non-Binary,69,164,Asian,2,6,Values nothing,29,Facebook,Error
12709,69,Male,118,188,Other,6.2,3,Completely unaware,2,Instagram,Inactive
12710,38,Non-Binary,68,160,Hispanic,7,10,Needs Verification,66,Facebook,Active
12711,20,Male,89,193,Mixed,8.6,0,More fake news than reality,79,Snapchat,Pending Review
12712,42,Non-Binary,82,188,White,1.1,2,Completely unaware,8,Twitter,Error
12713,31,Male,88,151,Mixed,4.3,4,Does not engage,116,WhatsApp,Pending Review
12714,68,Female,113,150,Asian,8.9,0,Does not engage,64,Unknown,Inactive
12715,34,Male,107,177,Mixed,2.3,7,Occasional check,34,Twitter,Active
12716,26,Male,110,154,Hispanic,10.5,10,Occasional check,58,Instagram,Error
12717,70,Non-Binary,101,154,Black,11.3,11,Does not engage,91,Instagram,Active
12718,48,Female,98,169,Other,7.9,2,Needs Verification,15,Unknown,Active
12719,59,Non-Binary,84,191,White,10.3,10,Participates in spreading,99,Twitter,Warning Issued
12720,56,Male,53,200,Black,14.9,8,Participates in spreading,120,TikTok,Warning Issued
12721,54,Non-Binary,67,165,Asian,2.6,6,Indifferent,-2,Snapchat,Needs Verification
12722,33,Male,96,193,Hispanic,5.1,8,Indifferent,62,Instagram,Pending Review
12723,58,Male,98,190,White,14.9,6,Believes everything,51,WeChat,Inactive
12724,25,Male,50,164,Black,4.2,5,Does not engage,115,WeChat,Error
12725,39,Male,85,189,Black,8,9,Does not engage,-5,Unknown,Inactive
12726,31,Female,101,162,Asian,9.2,8,More fake news than reality,41,Twitter,Inactive
12727,70,Non-Binary,65,183,Hispanic,14.8,4,Indifferent,-2,Instagram,Inactive
12728,65,Female,83,192,Black,4.4,0,Needs Verification,103,WeChat,Suspended
